代码,名称,净值,涨跌,近1月,近3月,近6月,近1年,日期
016057,博时纳斯达克100ETF联接(QDII)C,1.8925,0.84,-1.24,8.88,16.33,17.47,20251202
016057,博时纳斯达克100ETF联接(QDII)C,1.8952,0.14,-1.48,8.17,14.84,17.1,20251203
016057,博时纳斯达克100ETF联接(QDII)C,1.8928,-0.13,0.32,7.16,14.37,15.69,20251204
016057,博时纳斯达克100ETF联接(QDII)C,1.8928,-0.13,0.32,7.16,14.37,15.69,20251205
016057,博时纳斯达克100ETF联接(QDII)C,1.897,-0.22,2.06,6.87,14.48,15.4,20251208
016057,博时纳斯达克100ETF联接(QDII)C,1.9,0.16,2.22,6.74,14.46,16.48,20251209
016057,博时纳斯达克100ETF联接(QDII)C,1.907,0.37,0.48,7.03,14.2,17.24,20251210
016057,博时纳斯达克100ETF联接(QDII)C,1.899,-0.42,0.34,6.02,14.15,14.84,20251211
016057,博时纳斯达克100ETF联接(QDII)C,1.899,-0.42,0.34,6.02,14.15,14.84,20251212
016057,博时纳斯达克100ETF联接(QDII)C,1.8552,-0.46,0.02,2.33,12.65,12.07,20251215
016057,博时纳斯达克100ETF联接(QDII)C,1.8583,0.17,0.19,2.62,11.34,10.74,20251216
016057,博时纳斯达克100ETF联接(QDII)C,1.8235,-1.87,-0.89,0.94,10.35,9.11,20251217
016057,博时纳斯达克100ETF联接(QDII)C,1.8498,1.44,1.64,1.38,11.93,14.61,20251218
016057,博时纳斯达克100ETF联接(QDII)C,1.8498,1.44,1.64,1.38,11.93,14.61,20251219
016057,博时纳斯达克100ETF联接(QDII)C,1.8805,0.46,4.36,1.82,14.35,16.14,20251222
