代码,名称,净值,涨跌,近1月,近3月,近6月,近1年,日期
016057,博时纳斯达克100ETF联接(QDII)C,1.6432,-0.63,2.31,11.43,10.5,27.38,20241213
016057,博时纳斯达克100ETF联接(QDII)C,1.6554,0.74,3.15,12.04,10.74,26.89,20241216
016057,博时纳斯达克100ETF联接(QDII)C,1.678,1.37,7.65,13.57,11.75,28.47,20241217
016057,博时纳斯达克100ETF联接(QDII)C,1.6713,-0.4,7.22,13.12,10.04,27.96,20241218
016057,博时纳斯达克100ETF联接(QDII)C,1.614,-3.43,2.97,10.4,6.26,22.91,20241219
016057,博时纳斯达克100ETF联接(QDII)C,1.6065,-0.46,1.82,7.09,5.77,21.69,20241220
016057,博时纳斯达克100ETF联接(QDII)C,1.6192,0.79,2.68,8.71,7.38,24.48,20241223
016057,博时纳斯达克100ETF联接(QDII)C,1.6363,1.06,3.22,9.72,8.85,24.27,20241224
016057,博时纳斯达克100ETF联接(QDII)C,1.6574,1.29,4.55,10.69,11.44,25.88,20241225
016057,博时纳斯达克100ETF联接(QDII)C,1.6571,-0.02,4.44,11.0,10.26,25.77,20241226
016057,博时纳斯达克100ETF联接(QDII)C,1.6556,-0.09,3.81,9.91,9.88,25.03,20241227
016057,博时纳斯达克100ETF联接(QDII)C,1.634,-1.3,3.19,9.43,8.23,23.14,20241230
016057,博时纳斯达克100ETF联接(QDII)C,1.6138,-1.24,1.2,7.87,7.51,22.47,20241231
016057,博时纳斯达克100ETF联接(QDII)C,1.6003,-0.84,0.36,6.96,6.62,21.46,20250102
016057,博时纳斯达克100ETF联接(QDII)C,1.5974,-0.18,-0.84,6.77,4.86,23.28,20250103
016057,博时纳斯达克100ETF联接(QDII)C,1.6228,1.59,0.27,8.47,5.65,26.08,20250106
016057,博时纳斯达克100ETF联接(QDII)C,1.6394,1.02,-0.27,9.58,5.9,27.83,20250107
016057,博时纳斯达克100ETF联接(QDII)C,1.6125,-1.64,-1.9,7.78,4.16,25.73,20250108
016057,博时纳斯达克100ETF联接(QDII)C,1.6132,0.04,-1.86,6.64,3.98,23.35,20250109
016057,博时纳斯达克100ETF联接(QDII)C,1.6131,-0.01,-1.11,6.12,3.92,23.12,20250110
016057,博时纳斯达克100ETF联接(QDII)C,1.5891,-1.49,-2.31,4.44,1.29,20.45,20250113
016057,博时纳斯达克100ETF联接(QDII)C,1.5843,-0.3,-4.3,3.99,2.8,19.9,20250114
016057,博时纳斯达克100ETF联接(QDII)C,1.5822,-0.13,-4.42,3.05,2.67,19.75,20250115
016057,博时纳斯达克100ETF联接(QDII)C,1.6169,2.19,-2.33,6.53,4.66,22.33,20250116
016057,博时纳斯达克100ETF联接(QDII)C,1.6062,-0.66,-4.28,5.21,3.93,21.52,20250117
016057,博时纳斯达克100ETF联接(QDII)C,1.6316,1.58,-2.38,6.75,8.7,24.05,20250120
016057,博时纳斯达克100ETF联接(QDII)C,1.6317,0.01,0.77,6.02,10.16,20.19,20250121
016057,博时纳斯达克100ETF联接(QDII)C,1.6374,0.35,1.12,6.64,10.55,20.61,20250122
016057,博时纳斯达克100ETF联接(QDII)C,1.6579,1.25,2.39,7.5,10.27,22.07,20250123
016057,博时纳斯达克100ETF联接(QDII)C,1.6616,0.22,1.55,9.34,10.85,21.85,20250124
016057,博时纳斯达克100ETF联接(QDII)C,1.6524,-0.55,-0.3,7.82,14.19,20.7,20250127
016057,博时纳斯达克100ETF联接(QDII)C,1.6054,-2.84,-1.75,4.46,11.07,17.81,20250205
016057,博时纳斯达克100ETF联接(QDII)C,1.6431,2.35,1.25,7.68,20.36,19.66,20250206
016057,博时纳斯达克100ETF联接(QDII)C,1.6517,0.52,0.75,5.53,19.77,20.6,20250207
016057,博时纳斯达克100ETF联接(QDII)C,1.6316,-1.22,1.18,1.82,19.49,18.03,20250210
016057,博时纳斯达克100ETF联接(QDII)C,1.6509,1.18,3.89,3.25,16.78,19.44,20250211
016057,博时纳斯达克100ETF联接(QDII)C,1.6466,-0.26,3.62,2.55,16.47,19.13,20250212
016057,博时纳斯达克100ETF联接(QDII)C,1.6482,0.1,3.72,2.62,16.4,19.24,20250213
016057,博时纳斯达克100ETF联接(QDII)C,1.6709,1.38,5.47,4.11,15.23,20.89,20250214
016057,博时纳斯达克100ETF联接(QDII)C,1.6769,0.36,5.99,5.18,15.66,21.32,20250217
016057,博时纳斯达克100ETF联接(QDII)C,1.6766,-0.02,2.76,7.56,12.8,21.3,20250218
016057,博时纳斯达克100ETF联接(QDII)C,1.68,0.2,2.97,7.18,13.02,21.55,20250219
016057,博时纳斯达克100ETF联接(QDII)C,1.6812,0.07,3.04,6.55,11.77,22.33,20250220
016057,博时纳斯达克100ETF联接(QDII)C,1.6735,-0.46,2.56,6.12,11.66,22.71,20250221
016057,博时纳斯达克100ETF联接(QDII)C,1.6405,-1.97,0.19,3.67,8.93,20.86,20250224
016057,博时纳斯达克100ETF联接(QDII)C,1.6219,-1.13,-1.85,2.32,8.17,16.87,20250225
016057,博时纳斯达克100ETF联接(QDII)C,1.6032,-1.15,-2.98,1.05,6.92,15.52,20250226
016057,博时纳斯达克100ETF联接(QDII)C,1.6066,0.21,-2.77,0.73,8.54,15.75,20250227
016057,博时纳斯达克100ETF联接(QDII)C,1.5651,-2.58,-2.51,-1.16,5.25,12.56,20250228
016057,博时纳斯达克100ETF联接(QDII)C,1.5891,1.53,-1.02,-0.34,7.1,13.82,20250303
016057,博时纳斯达克100ETF联接(QDII)C,1.5563,-2.06,-3.06,-3.84,8.14,9.94,20250304
016057,博时纳斯达克100ETF联接(QDII)C,1.5509,-0.35,-3.39,-5.21,7.92,10.04,20250305
016057,博时纳斯达克100ETF联接(QDII)C,1.5706,1.27,-4.41,-3.66,9.49,13.43,20250306
016057,博时纳斯达克100ETF联接(QDII)C,1.5288,-2.66,-7.44,-7.0,9.46,9.75,20250307
016057,博时纳斯达克100ETF联接(QDII)C,1.54,0.73,-5.61,-6.31,10.26,8.99,20250310
016057,博时纳斯达克100ETF联接(QDII)C,1.4851,-3.56,-10.04,-8.7,3.83,6.73,20250311
016057,博时纳斯达克100ETF联接(QDII)C,1.4814,-0.25,-10.03,-10.41,1.42,6.87,20250312
016057,博时纳斯达克100ETF联接(QDII)C,1.4965,1.02,-9.2,-8.93,1.48,6.53,20250313
016057,博时纳斯达克100ETF联接(QDII)C,1.4705,-1.74,-11.99,-11.17,-0.47,5.62,20250314
016057,博时纳斯达克100ETF联接(QDII)C,1.5056,2.39,-10.22,-9.05,1.9,8.41,20250317
016057,博时纳斯达克100ETF联接(QDII)C,1.5124,0.45,-9.79,-9.51,2.36,10.12,20250318
016057,博时纳斯达克100ETF联接(QDII)C,1.4895,-1.51,-11.34,-7.71,1.89,7.46,20250319
016057,博时纳斯达克100ETF联接(QDII)C,1.5071,1.18,-10.36,-6.19,0.46,8.41,20250320
016057,博时纳斯达克100ETF联接(QDII)C,1.5043,-0.19,-10.11,-7.1,1.0,7.04,20250321
016057,博时纳斯达克100ETF联接(QDII)C,1.5099,0.37,-7.96,-6.75,1.38,7.05,20250324
016057,博时纳斯达克100ETF联接(QDII)C,1.5442,2.27,-4.79,-6.83,3.13,9.32,20250325
016057,博时纳斯达克100ETF联接(QDII)C,1.5528,0.56,-3.14,-6.29,4.01,10.31,20250326
016057,博时纳斯达克100ETF联接(QDII)C,1.5244,-1.83,-5.12,-7.92,1.2,8.79,20250327
016057,博时纳斯达克100ETF联接(QDII)C,1.5163,-0.53,-3.12,-7.2,1.55,7.86,20250328
016057,博时纳斯达克100ETF联接(QDII)C,1.4785,-2.49,-6.96,-9.52,-0.98,5.4,20250331
016057,博时纳斯达克100ETF联接(QDII)C,1.4789,0.03,-6.93,-7.59,-1.15,5.49,20250401
016057,博时纳斯达克100ETF联接(QDII)C,1.4895,0.72,-6.27,-6.92,-0.44,6.01,20250402
016057,博时纳斯达克100ETF联接(QDII)C,1.5005,0.74,-5.58,-6.07,0.29,7.9,20250403
016057,博时纳斯达克100ETF联接(QDII)C,1.4252,-5.02,-8.42,-12.18,-4.74,2.27,20250407
016057,博时纳斯达克100ETF联接(QDII)C,1.3474,-5.46,-12.51,-16.44,-9.94,-3.32,20250408
016057,博时纳斯达克100ETF联接(QDII)C,1.3217,-1.91,-14.18,-18.07,-12.63,-4.8,20250409
016057,博时纳斯达克100ETF联接(QDII)C,1.4733,11.47,-4.33,-8.67,-3.07,5.8,20250410
016057,博时纳斯达克100ETF联接(QDII)C,1.4155,-3.92,-4.69,-10.92,-6.97,2.46,20250411
016057,博时纳斯达克100ETF联接(QDII)C,1.4409,1.79,-2.73,-9.33,-5.42,2.67,20250414
016057,博时纳斯达克100ETF联接(QDII)C,1.4491,0.57,-3.75,-8.41,-5.61,4.93,20250415
016057,博时纳斯达克100ETF联接(QDII)C,1.4512,0.14,-3.61,-10.25,-4.39,6.78,20250416
016057,博时纳斯达克100ETF联接(QDII)C,1.4099,-2.85,-6.36,-12.22,-7.64,3.63,20250417
016057,博时纳斯达克100ETF联接(QDII)C,1.4088,-0.08,-6.85,-13.66,-7.83,4.8,20250418
016057,博时纳斯达克100ETF联接(QDII)C,1.4084,-0.03,-5.44,-13.68,-8.49,5.35,20250421
016057,博时纳斯达克100ETF联接(QDII)C,1.3752,-2.36,-8.92,-16.01,-10.43,4.89,20250422
016057,博时纳斯达克100ETF联接(QDII)C,1.4095,2.49,-6.65,-14.98,-8.6,6.41,20250423
016057,博时纳斯达克100ETF联接(QDII)C,1.4405,2.2,-4.6,-13.31,-5.21,7.19,20250424
016057,博时纳斯达克100ETF联接(QDII)C,1.478,2.6,-4.29,-10.55,-3.56,9.67,20250425
016057,博时纳斯达克100ETF联接(QDII)C,1.4931,1.02,-3.84,-9.64,-2.84,11.33,20250428
016057,博时纳斯达克100ETF联接(QDII)C,1.4921,-0.07,0.92,-7.06,-3.19,9.57,20250429
016057,博时纳斯达克100ETF联接(QDII)C,1.5003,0.55,1.47,-6.55,-3.53,9.79,20250430
016057,博时纳斯达克100ETF联接(QDII)C,1.5019,0.11,1.56,-6.45,-0.32,11.93,20250506
016057,博时纳斯达克100ETF联接(QDII)C,1.5175,1.04,6.48,-8.12,-3.05,9.37,20250507
016057,博时纳斯达克100ETF联接(QDII)C,1.5229,0.36,13.03,-6.66,-4.97,9.75,20250508
016057,博时纳斯达克100ETF联接(QDII)C,1.5384,1.02,16.4,-5.71,-3.79,10.89,20250509
016057,博时纳斯达克100ETF联接(QDII)C,1.5388,0.03,4.45,-5.69,-3.76,10.73,20250512
016057,博时纳斯达克100ETF联接(QDII)C,1.5967,3.76,10.81,-3.12,-0.59,14.62,20250513
016057,博时纳斯达克100ETF联接(QDII)C,1.6191,1.4,12.37,-3.1,0.88,15.98,20250514
016057,博时纳斯达克100ETF联接(QDII)C,1.627,0.49,12.28,-2.98,2.05,15.77,20250515
016057,博时纳斯达克100ETF联接(QDII)C,1.6286,0.1,12.22,-2.88,4.48,14.26,20250516
016057,博时纳斯达克100ETF联接(QDII)C,1.635,0.39,15.97,-2.5,4.89,14.96,20250519
016057,博时纳斯达克100ETF联接(QDII)C,1.6365,0.09,16.2,-2.66,3.72,15.11,20250520
016057,博时纳斯达克100ETF联接(QDII)C,1.6311,-0.33,15.81,-2.53,3.43,13.99,20250521
016057,博时纳斯达克100ETF联接(QDII)C,1.6105,-1.26,17.11,-1.83,1.77,12.29,20250522
016057,博时纳斯达克100ETF联接(QDII)C,1.6119,0.09,14.36,-1.74,1.68,12.42,20250523
016057,博时纳斯达克100ETF联接(QDII)C,1.598,-0.86,10.93,-2.59,0.81,11.9,20250526
016057,博时纳斯达克100ETF联接(QDII)C,1.596,-0.13,6.89,-0.66,0.07,10.72,20250527
016057,博时纳斯达克100ETF联接(QDII)C,1.6329,2.31,9.36,4.33,3.12,13.3,20250528
016057,博时纳斯达克100ETF联接(QDII)C,1.6263,-0.4,8.99,2.34,2.83,12.48,20250529
016057,博时纳斯达克100ETF联接(QDII)C,1.6296,0.2,8.62,2.55,2.19,13.48,20250530
016057,博时纳斯达克100ETF联接(QDII)C,1.6269,-0.17,8.32,2.38,2.03,14.42,20250603
016057,博时纳斯达克100ETF联接(QDII)C,1.6503,1.44,9.88,6.04,1.96,15.84,20250604
016057,博时纳斯达克100ETF联接(QDII)C,1.655,0.28,10.19,6.71,1.16,15.88,20250605
016057,博时纳斯达克100ETF联接(QDII)C,1.642,-0.79,9.33,4.55,0.72,12.79,20250606
016057,博时纳斯达克100ETF联接(QDII)C,1.6571,0.92,9.2,8.39,0.81,13.9,20250609
016057,博时纳斯达克100ETF联接(QDII)C,1.66,0.18,7.88,7.79,1.77,14.21,20250610
016057,博时纳斯达克100ETF联接(QDII)C,1.6699,0.6,8.52,12.44,2.66,14.9,20250611
016057,博时纳斯达克100ETF联接(QDII)C,1.6636,-0.38,8.11,12.3,0.6,13.25,20250612
016057,博时纳斯达克100ETF联接(QDII)C,1.6672,0.22,4.42,11.41,1.46,12.12,20250613
016057,博时纳斯达克100ETF联接(QDII)C,1.6469,-1.22,1.72,12.0,-0.51,10.17,20250616
016057,博时纳斯达克100ETF联接(QDII)C,1.6691,1.35,2.09,10.86,-0.53,11.16,20250617
016057,博时纳斯达克100ETF联接(QDII)C,1.6525,-0.99,1.07,9.26,-1.12,8.8,20250618
016057,博时纳斯达克100ETF联接(QDII)C,1.6526,0.01,1.08,10.95,2.39,8.8,20250619
016057,博时纳斯达克100ETF联接(QDII)C,1.6519,-0.04,0.94,9.61,2.83,8.76,20250620
016057,博时纳斯达克100ETF联接(QDII)C,1.6445,-0.45,0.82,9.32,1.56,9.06,20250623
016057,博时纳斯达克100ETF联接(QDII)C,1.6612,1.02,3.95,10.02,1.52,10.51,20250624
016057,博时纳斯达克100ETF联接(QDII)C,1.684,1.37,5.38,9.05,1.6,13.23,20250625
016057,博时纳斯达克100ETF联接(QDII)C,1.6876,0.21,5.61,8.68,1.84,12.29,20250626
016057,博时纳斯达克100ETF联接(QDII)C,1.7015,0.82,6.61,11.62,2.77,12.93,20250627
016057,博时纳斯达克100ETF联接(QDII)C,1.7078,0.37,4.59,12.63,4.52,13.12,20250630
016057,博时纳斯达克100ETF联接(QDII)C,1.7171,0.54,5.54,16.11,7.3,14.4,20250701
016057,博时纳斯达克100ETF联接(QDII)C,1.7015,-0.91,4.59,14.23,6.32,12.73,20250702
016057,博时纳斯达克100ETF联接(QDII)C,1.7134,0.7,5.32,14.19,7.26,12.48,20250703
016057,博时纳斯达克100ETF联接(QDII)C,1.7289,0.9,4.76,21.31,6.54,12.56,20250704
016057,博时纳斯达克100ETF联接(QDII)C,1.7291,0.01,4.48,21.32,6.55,12.58,20250707
016057,博时纳斯达克100ETF联接(QDII)C,1.7151,-0.81,3.5,27.29,6.36,10.79,20250708
016057,博时纳斯达克100ETF联接(QDII)C,1.7166,0.09,3.59,29.88,6.41,10.64,20250709
016057,博时纳斯达克100ETF联接(QDII)C,1.7284,0.69,4.12,17.31,7.15,11.34,20250710
016057,博时纳斯达克100ETF联接(QDII)C,1.7248,-0.21,3.29,21.85,8.54,9.94,20250711
016057,博时纳斯达克100ETF联接(QDII)C,1.7202,-0.27,3.4,19.38,8.25,12.13,20250714
016057,博时纳斯达克100ETF联接(QDII)C,1.7257,0.32,4.78,19.09,9.07,11.98,20250715
016057,博时纳斯达克100ETF联接(QDII)C,1.7278,0.12,4.91,19.06,6.86,11.84,20250716
016057,博时纳斯达克100ETF联接(QDII)C,1.7298,0.12,3.64,22.69,7.7,11.93,20250717
016057,博时纳斯达克100ETF联接(QDII)C,1.7402,0.6,5.31,23.52,6.66,15.94,20250718
016057,博时纳斯达克100ETF联接(QDII)C,1.7399,-0.02,5.28,23.54,6.64,16.49,20250721
016057,博时纳斯达克100ETF联接(QDII)C,1.7485,0.49,6.32,27.15,6.79,18.05,20250722
016057,博时纳斯达克100ETF联接(QDII)C,1.7383,-0.58,5.7,23.33,4.85,15.62,20250723
016057,博时纳斯达克100ETF联接(QDII)C,1.7439,0.32,4.98,21.06,4.95,16.35,20250724
016057,博时纳斯达克100ETF联接(QDII)C,1.7471,0.18,3.75,18.21,5.73,20.73,20250725
016057,博时纳斯达克100ETF联接(QDII)C,1.7514,0.25,3.78,17.3,5.99,22.32,20250728
016057,博时纳斯达克100ETF联接(QDII)C,1.758,0.38,2.94,17.82,9.51,21.63,20250729
016057,博时纳斯达克100ETF联接(QDII)C,1.7553,-0.15,2.78,17.0,9.34,21.12,20250730
016057,博时纳斯达克100ETF联接(QDII)C,1.7559,0.03,2.26,16.91,9.37,22.7,20250731
016057,博时纳斯达克100ETF联接(QDII)C,1.7477,-0.47,1.78,16.37,8.86,18.75,20250801
016057,博时纳斯达克100ETF联接(QDII)C,1.7152,-1.86,0.81,14.2,6.84,19.34,20250804
016057,博时纳斯达克100ETF联接(QDII)C,1.7431,1.63,0.81,16.06,8.58,24.03,20250805
016057,博时纳斯达克100ETF联接(QDII)C,1.7307,-0.71,0.09,15.23,5.33,26.77,20250806
016057,博时纳斯达克100ETF联接(QDII)C,1.753,1.29,1.38,15.52,6.13,27.11,20250807
016057,博时纳斯达克100ETF联接(QDII)C,1.7568,0.22,2.43,15.36,7.67,28.66,20250808
016057,博时纳斯达克100ETF联接(QDII)C,1.7734,0.94,3.31,15.28,8.69,26.07,20250811
016057,博时纳斯达克100ETF联接(QDII)C,1.7681,-0.3,2.78,14.9,7.38,25.07,20250812
016057,博时纳斯达克100ETF联接(QDII)C,1.7903,1.26,4.08,12.13,8.62,26.43,20250813
016057,博时纳斯达克100ETF联接(QDII)C,1.7891,-0.07,4.01,10.5,7.07,23.38,20250814
016057,博时纳斯达克100ETF联接(QDII)C,1.7873,-0.1,3.57,9.85,6.58,23.27,20250815
016057,博时纳斯达克100ETF联接(QDII)C,1.7793,-0.45,2.98,9.25,6.11,19.93,20250818
016057,博时纳斯达克100ETF联接(QDII)C,1.7556,-1.27,0.9,7.28,4.43,16.72,20250819
016057,博时纳斯达克100ETF联接(QDII)C,1.7465,-0.52,0.38,7.07,4.36,16.53,20250820
016057,博时纳斯达克100ETF联接(QDII)C,1.7369,-0.55,-0.66,7.85,5.88,15.33,20250821
016057,博时纳斯达克100ETF联接(QDII)C,1.7369,-0.55,-0.66,7.85,5.88,15.33,20250822
016057,博时纳斯达克100ETF联接(QDII)C,1.754,-0.5,0.15,9.76,9.41,16.98,20250825
016057,博时纳斯达克100ETF联接(QDII)C,1.7617,0.44,0.59,10.38,9.65,19.02,20250826
016057,博时纳斯达克100ETF联接(QDII)C,1.7626,0.05,0.64,7.94,12.62,18.53,20250827
016057,博时纳斯达克100ETF联接(QDII)C,1.7713,0.49,0.76,8.92,11.47,20.53,20250828
016057,博时纳斯达克100ETF联接(QDII)C,1.7713,0.49,0.76,8.92,11.47,20.53,20250829
016057,博时纳斯达克100ETF联接(QDII)C,1.7509,0.05,2.08,7.62,10.18,18.0,20250901
016057,博时纳斯达克100ETF联接(QDII)C,1.7381,-0.73,1.34,6.84,9.38,17.3,20250902
016057,博时纳斯达克100ETF联接(QDII)C,1.752,0.8,2.15,6.16,12.57,21.74,20250903
016057,博时纳斯达克100ETF联接(QDII)C,1.7663,0.82,1.33,6.73,13.89,22.91,20250904
016057,博时纳斯达克100ETF联接(QDII)C,1.7663,0.82,1.33,6.73,13.89,22.91,20250905
016057,博时纳斯达克100ETF联接(QDII)C,1.775,0.4,0.09,7.11,15.26,27.09,20250908
016057,博时纳斯达克100ETF联接(QDII)C,1.78,0.28,0.37,7.23,15.58,25.77,20250909
016057,博时纳斯达克100ETF联接(QDII)C,1.7818,0.1,0.47,6.7,19.98,24.58,20250910
016057,博时纳斯达克100ETF联接(QDII)C,1.7912,0.53,1.31,7.67,20.91,22.63,20250911
016057,博时纳斯达克100ETF联接(QDII)C,1.7912,0.53,1.31,7.67,20.91,22.63,20250912
016057,博时纳斯达克100ETF联接(QDII)C,1.813,0.84,1.89,10.09,20.42,22.71,20250915
016057,博时纳斯达克100ETF联接(QDII)C,1.8066,-0.23,1.53,9.33,19.45,22.27,20250917
016057,博时纳斯达克100ETF联接(QDII)C,1.8246,1.0,2.61,10.41,22.5,24.81,20250918
016057,博时纳斯达克100ETF联接(QDII)C,1.8246,1.0,2.61,10.41,22.5,24.81,20250919
016057,博时纳斯达克100ETF联接(QDII)C,1.8468,0.49,4.76,12.3,22.31,24.0,20250922
016057,博时纳斯达克100ETF联接(QDII)C,1.8329,-0.75,3.97,10.34,21.39,22.91,20250923
016057,博时纳斯达克100ETF联接(QDII)C,1.8279,-0.27,3.69,8.55,18.37,22.07,20250924
016057,博时纳斯达克100ETF联接(QDII)C,1.8212,-0.37,3.83,7.92,17.28,21.99,20250925
016057,博时纳斯达克100ETF联接(QDII)C,1.8212,-0.37,3.83,7.92,17.28,21.99,20250926
016057,博时纳斯达克100ETF联接(QDII)C,1.8342,0.26,4.81,7.4,24.06,22.84,20250929
016057,博时纳斯达克100ETF联接(QDII)C,1.8342,0.26,4.81,7.4,24.06,22.84,20250930
016057,博时纳斯达克100ETF联接(QDII)C,1.8686,1.65,4.98,8.11,26.83,22.93,20251009
016057,博时纳斯达克100ETF联接(QDII)C,1.8686,1.65,4.98,8.11,26.83,22.93,20251010
016057,博时纳斯达克100ETF联接(QDII)C,1.8413,2.02,2.41,7.04,27.79,20.86,20251013
016057,博时纳斯达克100ETF联接(QDII)C,1.8295,-0.64,1.76,6.01,26.25,19.16,20251014
016057,博时纳斯达克100ETF联接(QDII)C,1.8406,0.61,1.52,6.53,26.83,21.27,20251015
016057,博时纳斯达克100ETF联接(QDII)C,1.8336,-0.38,1.26,6.0,30.05,20.11,20251016
016057,博时纳斯达克100ETF联接(QDII)C,1.8336,-0.38,1.26,6.0,30.05,20.11,20251017
016057,博时纳斯达克100ETF联接(QDII)C,1.8682,1.26,1.65,7.37,32.65,21.38,20251020
016057,博时纳斯达克100ETF联接(QDII)C,1.8662,-0.11,1.55,6.73,35.7,21.54,20251021
016057,博时纳斯达克100ETF联接(QDII)C,1.8491,-0.92,0.12,6.37,31.19,19.9,20251022
016057,博时纳斯达克100ETF联接(QDII)C,1.8636,0.78,1.67,6.86,29.37,22.64,20251023
016057,博时纳斯达克100ETF联接(QDII)C,1.8636,0.78,1.67,6.86,29.37,22.64,20251024
016057,博时纳斯达克100ETF联接(QDII)C,1.9136,1.67,4.6,9.26,28.16,24.52,20251027
016057,博时纳斯达克100ETF联接(QDII)C,1.9264,0.67,5.3,9.58,29.11,24.99,20251028
016057,博时纳斯达克100ETF联接(QDII)C,1.9335,0.37,5.41,10.15,28.87,24.32,20251029
016057,博时纳斯达克100ETF联接(QDII)C,1.907,-1.37,3.74,8.61,26.97,23.38,20251030
016057,博时纳斯达克100ETF联接(QDII)C,1.907,-1.37,3.74,8.61,26.97,23.38,20251031
016057,博时纳斯达克100ETF联接(QDII)C,1.9237,0.39,4.65,12.16,28.08,27.01,20251103
016057,博时纳斯达克100ETF联接(QDII)C,1.8867,-1.92,2.64,8.24,25.62,24.86,20251104
016057,博时纳斯达克100ETF联接(QDII)C,1.8999,0.7,3.36,9.78,26.5,24.51,20251105
016057,博时纳斯达克100ETF联接(QDII)C,1.8644,-1.87,1.43,6.35,22.86,19.12,20251106
016057,博时纳斯达克100ETF联接(QDII)C,1.8644,-1.87,1.43,6.35,22.86,19.12,20251107
016057,博时纳斯达克100ETF联接(QDII)C,1.8978,2.1,5.15,7.01,23.33,18.69,20251110
016057,博时纳斯达克100ETF联接(QDII)C,1.8926,-0.27,4.86,7.04,22.99,17.87,20251111
016057,博时纳斯达克100ETF联接(QDII)C,1.8906,-0.11,4.75,5.6,18.41,17.71,20251112
016057,博时纳斯达克100ETF联接(QDII)C,1.8546,-1.9,0.72,3.66,14.55,15.56,20251113
016057,博时纳斯达克100ETF联接(QDII)C,1.8546,-1.9,0.72,3.66,14.55,15.56,20251114
016057,博时纳斯达克100ETF联接(QDII)C,1.8398,-0.81,-0.28,3.4,12.53,18.03,20251117
016057,博时纳斯达克100ETF联接(QDII)C,1.8199,-1.08,-1.36,2.35,11.31,16.11,20251118
016057,博时纳斯达克100ETF联接(QDII)C,1.8299,0.55,-0.81,4.23,11.82,15.98,20251119
016057,博时纳斯达克100ETF联接(QDII)C,1.7897,-2.2,-4.2,2.47,9.72,13.49,20251120
016057,博时纳斯达克100ETF联接(QDII)C,1.7897,-2.2,-4.2,2.47,9.72,13.49,20251121
016057,博时纳斯达克100ETF联接(QDII)C,1.8462,2.45,-1.91,4.73,15.53,16.46,20251124
016057,博时纳斯达克100ETF联接(QDII)C,1.8558,0.52,-1.4,5.8,16.13,16.97,20251125
016057,博时纳斯达克100ETF联接(QDII)C,1.8705,0.79,-0.62,6.18,17.2,17.28,20251126
016057,博时纳斯达克100ETF联接(QDII)C,1.87,-0.03,-2.28,6.09,14.52,18.09,20251127
016057,博时纳斯达克100ETF联接(QDII)C,1.87,-0.03,-2.28,6.09,14.52,18.09,20251128
016057,博时纳斯达克100ETF联接(QDII)C,1.8767,-0.39,-2.06,7.18,15.35,17.69,20251201
