代码,名称,净值,涨跌,近1月,近3月,近6月,近1年,日期
015283,华安恒生科技ETF联接(QDII)C,1.1687,0.58,3.7,3.09,25.45,24.08,20241227
015283,华安恒生科技ETF联接(QDII)C,1.1588,-0.85,3.36,-3.3,25.53,19.34,20241230
015283,华安恒生科技ETF联接(QDII)C,1.1513,-0.65,2.69,-3.92,24.72,18.57,20241231
015283,华安恒生科技ETF联接(QDII)C,1.1212,-2.61,-1.12,-6.43,22.0,17.1,20250102
015283,华安恒生科技ETF联接(QDII)C,1.1324,1.0,-0.6,-5.5,20.33,20.08,20250103
015283,华安恒生科技ETF联接(QDII)C,1.131,-0.12,-1.55,-5.62,21.13,21.65,20250106
015283,华安恒生科技ETF联接(QDII)C,1.1212,-0.87,-2.4,-6.43,20.08,20.6,20250107
015283,华安恒生科技ETF联接(QDII)C,1.1086,-1.12,-3.5,-6.62,19.77,22.97,20250108
015283,华安恒生科技ETF联接(QDII)C,1.1094,0.07,-7.63,-5.34,18.74,24.11,20250109
015283,华安恒生科技ETF联接(QDII)C,1.0959,-1.22,-7.48,-8.9,17.3,23.52,20250110
015283,华安恒生科技ETF联接(QDII)C,1.0848,-1.01,-5.96,-9.68,10.55,20.79,20250113
015283,华安恒生科技ETF联接(QDII)C,1.1169,2.96,-3.18,-5.57,13.82,24.36,20250114
015283,华安恒生科技ETF联接(QDII)C,1.1197,0.25,-2.94,-1.08,17.42,27.12,20250115
015283,华安恒生科技ETF联接(QDII)C,1.1341,1.29,-0.26,0.87,20.58,31.69,20250116
015283,华安恒生科技ETF联接(QDII)C,1.1499,1.39,1.66,3.55,21.77,40.56,20250117
015283,华安恒生科技ETF联接(QDII)C,1.181,2.7,3.21,0.5,28.78,45.66,20250120
015283,华安恒生科技ETF联接(QDII)C,1.2056,2.08,5.36,5.4,31.46,48.69,20250121
015283,华安恒生科技ETF联接(QDII)C,1.1745,-2.58,2.64,1.79,25.71,49.37,20250122
015283,华安恒生科技ETF联接(QDII)C,1.1578,-1.42,0.92,-1.45,26.09,42.01,20250123
015283,华安恒生科技ETF联接(QDII)C,1.1932,3.06,2.76,4.1,31.85,40.38,20250124
015283,华安恒生科技ETF联接(QDII)C,1.2004,0.6,2.71,3.81,34.65,45.5,20250127
015283,华安恒生科技ETF联接(QDII)C,1.2661,5.47,11.81,6.31,45.76,61.1,20250205
015283,华安恒生科技ETF联接(QDII)C,1.3003,2.7,14.97,11.78,49.98,55.09,20250206
015283,华安恒生科技ETF联接(QDII)C,1.3242,1.84,18.11,10.7,50.91,60.59,20250207
015283,华安恒生科技ETF联接(QDII)C,1.3594,2.66,24.04,14.4,52.42,65.96,20250210
015283,华安恒生科技ETF联接(QDII)C,1.3232,-2.66,20.74,11.15,48.36,61.54,20250211
015283,华安恒生科技ETF联接(QDII)C,1.3567,2.53,23.8,18.37,52.49,65.63,20250212
015283,华安恒生科技ETF联接(QDII)C,1.3447,-0.88,23.96,17.3,50.94,64.17,20250213
015283,华安恒生科技ETF联接(QDII)C,1.4191,5.53,27.06,27.43,60.91,73.25,20250214
015283,华安恒生科技ETF联接(QDII)C,1.4119,-0.51,22.78,26.64,57.38,72.37,20250217
015283,华安恒生科技ETF联接(QDII)C,1.4434,2.23,25.52,29.17,60.9,76.22,20250218
015283,华安恒生科技ETF联接(QDII)C,1.4497,0.44,26.07,28.19,58.98,72.71,20250219
015283,华安恒生科技ETF联接(QDII)C,1.4092,-2.79,19.32,24.13,55.46,67.28,20250220
015283,华安恒生科技ETF联接(QDII)C,1.4914,5.83,23.71,33.01,67.65,72.7,20250221
015283,华安恒生科技ETF联接(QDII)C,1.4746,-1.13,23.58,34.83,64.21,68.29,20250224
015283,华安恒生科技ETF联接(QDII)C,1.4515,-1.57,21.65,33.15,61.64,65.66,20250225
015283,华安恒生科技ETF联接(QDII)C,1.5083,3.91,26.41,38.76,66.87,72.48,20250226
015283,华安恒生科技ETF联接(QDII)C,1.4891,-1.27,24.05,32.13,64.67,64.98,20250227
015283,华安恒生科技ETF联接(QDII)C,1.4137,-5.06,17.77,26.1,53.98,60.14,20250228
015283,华安恒生科技ETF联接(QDII)C,1.4053,-0.59,17.07,23.36,56.09,56.65,20250303
015283,华安恒生科技ETF联接(QDII)C,1.4057,0.03,17.1,23.97,56.62,57.8,20250304
015283,华安恒生科技ETF联接(QDII)C,1.4607,3.91,15.37,29.85,62.79,71.3,20250305
015283,华安恒生科技ETF联接(QDII)C,1.5361,5.16,18.13,33.71,71.33,75.65,20250306
015283,华安恒生科技ETF联接(QDII)C,1.528,-0.53,15.39,33.01,70.42,77.55,20250307
015283,华安恒生科技ETF联接(QDII)C,1.4897,-2.51,9.59,25.77,67.63,71.7,20250310
015283,华安恒生科技ETF联接(QDII)C,1.5102,1.38,14.13,29.49,69.84,69.27,20250311
015283,华安恒生科技ETF联接(QDII)C,1.479,-2.07,9.01,24.87,65.14,58.45,20250312
015283,华安恒生科技ETF联接(QDII)C,1.4557,-1.58,8.25,26.19,62.81,55.34,20250313
015283,华安恒生科技ETF联接(QDII)C,1.4881,2.23,4.86,29.0,66.44,61.05,20250314
015283,华安恒生科技ETF联接(QDII)C,1.4838,-0.29,5.09,31.18,65.95,63.07,20250317
015283,华安恒生科技ETF联接(QDII)C,1.5429,3.98,6.89,34.1,69.98,67.83,20250318
015283,华安恒生科技ETF联接(QDII)C,1.525,-1.16,5.19,33.36,62.53,68.73,20250319
015283,华安恒生科技ETF联接(QDII)C,1.4746,-3.3,4.64,28.86,55.66,62.31,20250320
015283,华安恒生科技ETF联接(QDII)C,1.4263,-3.28,-4.37,24.64,50.56,55.78,20250321
015283,华安恒生科技ETF联接(QDII)C,1.451,1.73,-1.6,24.96,44.84,64.05,20250324
015283,华安恒生科技ETF联接(QDII)C,1.3958,-3.8,-3.84,20.18,39.61,58.74,20250325
015283,华安恒生科技ETF联接(QDII)C,1.4079,0.87,-6.66,21.16,30.88,58.6,20250326
015283,华安恒生科技ETF联接(QDII)C,1.4132,0.38,-5.1,20.92,24.65,62.87,20250327
015283,华安恒生科技ETF联接(QDII)C,1.3912,-1.56,-1.59,19.04,22.71,56.6,20250328
015283,华安恒生科技ETF联接(QDII)C,1.3647,-1.9,-3.47,18.54,13.89,53.6,20250331
015283,华安恒生科技ETF联接(QDII)C,1.3679,0.23,-3.24,18.81,14.15,53.89,20250401
015283,华安恒生科技ETF联接(QDII)C,1.3728,0.36,-2.89,22.44,14.56,51.56,20250402
015283,华安恒生科技ETF联接(QDII)C,1.3456,-1.98,-4.25,18.83,12.29,51.74,20250403
015283,华安恒生科技ETF联接(QDII)C,1.1521,-14.38,-24.6,2.76,-3.86,29.92,20250407
015283,华安恒生科技ETF联接(QDII)C,1.1903,3.32,-22.1,7.37,0.26,34.95,20250408
015283,华安恒生科技ETF联接(QDII)C,1.2213,2.6,-20.07,10.09,4.21,37.12,20250409
015283,华安恒生科技ETF联接(QDII)C,1.2529,2.59,-15.9,14.33,4.16,37.77,20250410
015283,华安恒生科技ETF联接(QDII)C,1.2746,1.73,-15.6,16.31,6.12,40.72,20250411
015283,华安恒生科技ETF联接(QDII)C,1.304,2.31,-12.37,16.75,10.25,46.65,20250414
015283,华安恒生科技ETF联接(QDII)C,1.2956,-0.64,-12.94,15.71,14.46,46.99,20250415
015283,华安恒生科技ETF联接(QDII)C,1.2715,1.61,-14.31,10.57,14.5,48.45,20250417
015283,华安恒生科技ETF联接(QDII)C,1.2707,-0.06,-17.64,10.51,8.14,47.82,20250418
015283,华安恒生科技ETF联接(QDII)C,1.2709,0.02,-10.9,5.42,11.11,51.21,20250421
015283,华安恒生科技ETF联接(QDII)C,1.2738,0.23,-10.69,8.45,10.4,49.07,20250422
015283,华安恒生科技ETF联接(QDII)C,1.3127,3.05,-7.96,13.38,11.74,48.73,20250423
015283,华安恒生科技ETF联接(QDII)C,1.2928,-1.52,-10.9,8.35,12.79,41.07,20250424
015283,华安恒生科技ETF联接(QDII)C,1.2943,0.12,-7.27,8.47,11.93,41.64,20250425
015283,华安恒生科技ETF联接(QDII)C,1.2956,0.1,-6.87,7.93,10.92,34.73,20250428
015283,华安恒生科技ETF联接(QDII)C,1.3028,0.56,-6.35,8.53,10.39,35.34,20250429
015283,华安恒生科技ETF联接(QDII)C,1.3193,1.27,-3.33,9.91,15.04,37.3,20250430
015283,华安恒生科技ETF联接(QDII)C,1.3573,2.88,0.87,4.38,16.68,30.3,20250506
015283,华安恒生科技ETF联接(QDII)C,1.3478,-0.7,16.99,1.78,12.67,32.42,20250507
015283,华安恒生科技ETF联接(QDII)C,1.355,0.53,13.84,2.33,14.03,34.83,20250508
015283,华安恒生科技ETF联接(QDII)C,1.3409,-1.04,9.79,1.26,12.84,30.74,20250509
015283,华安恒生科技ETF联接(QDII)C,1.4041,4.71,10.16,3.49,22.5,36.47,20250512
015283,华安恒生科技ETF联接(QDII)C,1.3573,-3.33,6.49,0.94,18.4,30.05,20250513
015283,华安恒生科技ETF联接(QDII)C,1.3833,1.92,6.08,-2.52,24.22,31.76,20250514
015283,华安恒生科技ETF联接(QDII)C,1.3609,-1.62,5.04,-4.1,22.06,29.58,20250515
015283,华安恒生科技ETF联接(QDII)C,1.3565,-0.32,8.4,-4.41,21.67,28.23,20250516
015283,华安恒生科技ETF联接(QDII)C,1.3477,-0.65,6.06,-7.04,19.17,25.92,20250519
015283,华安恒生科技ETF联接(QDII)C,1.3621,1.07,7.19,-3.34,19.98,26.62,20250520
015283,华安恒生科技ETF联接(QDII)C,1.368,0.43,7.64,-8.27,22.0,31.97,20250521
015283,华安恒生科技ETF联接(QDII)C,1.3453,-1.66,5.61,-9.8,23.0,29.39,20250522
015283,华安恒生科技ETF联接(QDII)C,1.3435,-0.13,2.35,-9.92,22.84,32.34,20250523
015283,华安恒生科技ETF联接(QDII)C,1.3188,-1.84,1.89,-12.56,21.32,33.28,20250526
015283,华安恒生科技ETF联接(QDII)C,1.3257,0.52,2.43,-10.97,17.63,31.87,20250527
015283,华安恒生科技ETF联接(QDII)C,1.3237,-0.15,2.17,-6.37,19.31,32.08,20250528
015283,华安恒生科技ETF联接(QDII)C,1.355,2.36,4.01,-4.15,20.86,38.45,20250529
015283,华安恒生科技ETF联接(QDII)C,1.3224,-2.41,0.23,-6.46,17.96,35.58,20250530
015283,华安恒生科技ETF联接(QDII)C,1.3269,0.34,0.58,-5.58,16.48,35.26,20250603
015283,华安恒生科技ETF联接(QDII)C,1.3344,0.57,1.14,-5.07,17.68,35.69,20250604
015283,华安恒生科技ETF联接(QDII)C,1.3589,1.84,3.0,-6.97,20.8,37.68,20250605
015283,华安恒生科技ETF联接(QDII)C,1.3482,-0.79,-0.67,-12.23,17.36,35.33,20250606
015283,华安恒生科技ETF联接(QDII)C,1.386,2.8,3.36,-9.29,15.39,41.65,20250609
015283,华安恒生科技ETF联接(QDII)C,1.3745,-0.83,2.51,-7.73,16.04,40.47,20250610
015283,华安恒生科技ETF联接(QDII)C,1.388,0.98,3.51,-8.09,19.01,42.42,20250611
015283,华安恒生科技ETF联接(QDII)C,1.3583,-2.14,-3.26,-8.16,14.68,41.62,20250612
015283,华安恒生科技ETF联接(QDII)C,1.3349,-1.72,-1.65,-8.3,15.72,37.52,20250613
015283,华安恒生科技ETF联接(QDII)C,1.3499,1.12,-0.49,-9.29,18.71,40.23,20250616
015283,华安恒生科技ETF联接(QDII)C,1.3469,-0.22,-0.71,-9.23,19.08,39.89,20250617
015283,华安恒生科技ETF联接(QDII)C,1.3276,-1.43,-2.13,-13.95,15.38,38.36,20250618
015283,华安恒生科技ETF联接(QDII)C,1.2972,-2.29,-3.75,-14.94,13.44,30.4,20250619
015283,华安恒生科技ETF联接(QDII)C,1.3071,0.76,-4.04,-11.36,14.23,33.64,20250620
015283,华安恒生科技ETF联接(QDII)C,1.3204,1.02,-1.72,-7.42,15.09,37.37,20250623
015283,华安恒生科技ETF联接(QDII)C,1.3466,1.98,0.23,-7.2,15.97,40.99,20250624
015283,华安恒生科技ETF联接(QDII)C,1.3621,1.15,1.38,-2.41,17.28,43.5,20250625
015283,华安恒生科技ETF联接(QDII)C,1.358,-0.3,2.97,-3.54,16.87,41.83,20250626
015283,华安恒生科技ETF联接(QDII)C,1.3572,-0.06,2.38,-3.96,16.13,45.68,20250627
015283,华安恒生科技ETF联接(QDII)C,1.3474,-0.72,1.89,-1.27,17.03,45.96,20250630
015283,华安恒生科技ETF联接(QDII)C,1.3463,-0.08,1.81,-1.58,16.94,45.85,20250701
015283,华安恒生科技ETF联接(QDII)C,1.338,-0.62,1.18,-2.53,19.34,45.59,20250702
015283,华安恒生科技ETF联接(QDII)C,1.3286,-0.7,0.13,-1.26,17.33,41.18,20250703
015283,华安恒生科技ETF联接(QDII)C,1.3251,-0.26,-0.7,-1.52,17.02,39.81,20250704
015283,华安恒生科技ETF联接(QDII)C,1.3275,0.18,-1.54,15.22,18.4,42.18,20250707
015283,华安恒生科技ETF联接(QDII)C,1.3514,1.8,0.24,13.53,21.9,46.0,20250708
015283,华安恒生科技ETF联接(QDII)C,1.3286,-1.69,-4.14,8.79,19.76,42.2,20250709
015283,华安恒生科技ETF联接(QDII)C,1.3247,-0.29,-3.62,5.73,20.88,41.79,20250710
015283,华安恒生科技ETF联接(QDII)C,1.3316,0.52,-4.06,4.47,21.51,38.84,20250711
015283,华安恒生科技ETF联接(QDII)C,1.3402,0.65,0.4,2.78,19.99,36.57,20250714
015283,华安恒生科技ETF联接(QDII)C,1.3756,2.64,3.05,6.17,22.85,44.25,20250715
015283,华安恒生科技ETF联接(QDII)C,1.3739,-0.12,1.78,9.79,21.14,46.08,20250716
015283,华安恒生科技ETF联接(QDII)C,1.3797,0.42,2.44,8.51,19.98,46.11,20250717
015283,华安恒生科技ETF联接(QDII)C,1.4034,1.72,5.71,10.44,22.05,49.79,20250718
015283,华安恒生科技ETF联接(QDII)C,1.4142,0.77,8.19,11.28,17.3,54.2,20250721
015283,华安恒生科技ETF联接(QDII)C,1.4183,0.29,8.51,11.34,20.76,51.8,20250722
015283,华安恒生科技ETF联接(QDII)C,1.4513,2.33,9.91,10.56,25.35,58.06,20250723
015283,华安恒生科技ETF联接(QDII)C,1.4498,-0.1,7.66,12.14,21.51,60.2,20250724
015283,华安恒生科技ETF联接(QDII)C,1.434,-1.09,5.28,10.79,20.18,61.71,20250725
015283,华安恒生科技ETF联接(QDII)C,1.4318,-0.15,5.5,10.51,19.28,60.61,20250728
015283,华安恒生科技ETF联接(QDII)C,1.4276,-0.29,5.19,9.58,18.93,59.1,20250729
015283,华安恒生科技ETF联接(QDII)C,1.3905,-2.6,3.2,5.4,15.84,57.37,20250730
015283,华安恒生科技ETF联接(QDII)C,1.3813,-0.66,2.52,4.7,15.07,51.79,20250731
015283,华安恒生科技ETF联接(QDII)C,1.3666,-1.06,1.51,3.59,13.85,51.98,20250801
015283,华安恒生科技ETF联接(QDII)C,1.3856,1.39,4.57,5.03,15.43,57.99,20250804
015283,华安恒生科技ETF联接(QDII)C,1.394,0.61,5.2,5.66,10.1,60.49,20250805
015283,华安恒生科技ETF联接(QDII)C,1.3969,0.21,5.42,2.92,7.43,61.12,20250806
015283,华安恒生科技ETF联接(QDII)C,1.3992,0.16,5.4,3.81,5.66,59.45,20250807
015283,华安恒生科技ETF联接(QDII)C,1.3792,-1.43,2.06,1.79,4.15,57.64,20250808
015283,华安恒生科技ETF联接(QDII)C,1.3793,0.01,3.58,2.86,4.24,54.65,20250811
015283,华安恒生科技ETF联接(QDII)C,1.3741,-0.38,3.19,-2.14,1.28,54.45,20250812
015283,华安恒生科技ETF联接(QDII)C,1.4201,3.35,6.65,4.63,5.61,59.4,20250813
015283,华安恒生科技ETF联接(QDII)C,1.4067,-0.94,4.96,1.69,-0.87,59.51,20250814
015283,华安恒生科技ETF联接(QDII)C,1.4001999999999999,-0.46,1.79,2.89,-1.33,59.4,20250815
015283,华安恒生科技ETF联接(QDII)C,1.409,0.63,0.4,3.87,-2.38,57.06,20250818
015283,华安恒生科技ETF联接(QDII)C,1.4042,0.21,0.06,3.09,-0.35,54.9,20250819
015283,华安恒生科技ETF联接(QDII)C,1.3903,-0.99,-1.69,1.63,-6.78,56.28,20250820
015283,华安恒生科技ETF联接(QDII)C,1.427,2.64,0.61,6.07,-4.32,57.37,20250821
015283,华安恒生科技ETF联接(QDII)C,1.427,2.64,0.61,6.07,-4.32,57.37,20250822
015283,华安恒生科技ETF联接(QDII)C,1.4585,-0.66,1.71,10.59,-3.3,61.36,20250825
015283,华安恒生科技ETF联接(QDII)C,1.4382,-1.39,0.29,8.49,-3.42,59.04,20250826
015283,华安恒生科技ETF联接(QDII)C,1.4245,-0.95,-0.51,7.62,0.76,60.15,20250827
015283,华安恒生科技ETF联接(QDII)C,1.4306,0.43,0.21,5.58,1.2,59.88,20250828
015283,华安恒生科技ETF联接(QDII)C,1.4306,0.43,0.21,5.58,1.2,59.88,20250829
015283,华安恒生科技ETF联接(QDII)C,1.4436,-1.2,5.63,9.17,2.12,60.94,20250901
015283,华安恒生科技ETF联接(QDII)C,1.4316,-0.83,4.76,7.89,1.87,59.01,20250902
015283,华安恒生科技ETF联接(QDII)C,1.4057,-1.81,1.45,5.34,0.0,56.62,20250903
015283,华安恒生科技ETF联接(QDII)C,1.432,1.87,2.73,5.38,-1.96,59.59,20250904
015283,华安恒生科技ETF联接(QDII)C,1.432,1.87,2.73,5.38,-1.96,59.59,20250905
015283,华安恒生科技ETF联接(QDII)C,1.4661,1.28,6.3,5.78,-4.05,65.83,20250908
015283,华安恒生科技ETF联接(QDII)C,1.4861,1.36,7.75,8.12,-0.24,67.22,20250909
015283,华安恒生科技ETF联接(QDII)C,1.482,-0.28,7.45,6.77,-1.87,66.67,20250910
015283,华安恒生科技ETF联接(QDII)C,1.506,1.62,9.6,10.87,1.83,68.16,20250911
015283,华安恒生科技ETF联接(QDII)C,1.506,1.62,9.6,10.87,1.83,68.16,20250912
015283,华安恒生科技ETF联接(QDII)C,1.5296,0.52,9.24,13.31,2.79,71.08,20250915
015283,华安恒生科技ETF联接(QDII)C,1.5775,-0.84,11.96,18.82,2.24,73.79,20250917
015283,华安恒生科技ETF联接(QDII)C,1.5838,0.4,13.03,22.09,3.86,68.79,20250918
015283,华安恒生科技ETF联接(QDII)C,1.5838,0.4,13.03,22.09,3.86,68.79,20250919
015283,华安恒生科技ETF联接(QDII)C,1.5529,-1.44,8.82,17.61,8.88,64.36,20250922
015283,华安恒生科技ETF联接(QDII)C,1.5888,2.31,11.34,17.99,9.5,58.59,20250923
015283,华安恒生科技ETF联接(QDII)C,1.6027,0.87,9.16,17.66,14.82,60.3,20250924
015283,华安恒生科技ETF联接(QDII)C,1.5569,-2.86,6.75,14.65,10.58,44.73,20250925
015283,华安恒生科技ETF联接(QDII)C,1.5569,-2.86,6.75,14.65,10.58,44.73,20250926
015283,华安恒生科技ETF联接(QDII)C,1.6201,2.06,13.25,20.24,18.71,35.2,20250929
015283,华安恒生科技ETF联接(QDII)C,1.6201,2.06,13.25,20.24,18.71,35.2,20250930
015283,华安恒生科技ETF联接(QDII)C,1.5679,-3.32,5.5,18.36,25.14,30.34,20251009
015283,华安恒生科技ETF联接(QDII)C,1.5679,-3.32,5.5,18.36,25.14,30.34,20251010
015283,华安恒生科技ETF联接(QDII)C,1.4872,-3.4,-1.25,10.97,14.05,25.74,20251013
015283,华安恒生科技ETF联接(QDII)C,1.5243,2.49,0.17,10.81,17.65,34.67,20251014
015283,华安恒生科技ETF联接(QDII)C,1.5063,-1.18,-1.52,9.64,20.37,33.98,20251015
015283,华安恒生科技ETF联接(QDII)C,1.4464,-3.98,-9.08,4.83,13.76,30.25,20251016
015283,华安恒生科技ETF联接(QDII)C,1.4464,-3.98,-9.08,4.83,13.76,30.25,20251017
015283,华安恒生科技ETF联接(QDII)C,1.5069,1.18,-4.86,6.55,18.57,31.75,20251020
015283,华安恒生科技ETF联接(QDII)C,1.4858,-1.4,-5.7,4.76,16.64,28.77,20251021
015283,华安恒生科技ETF联接(QDII)C,1.4923,0.44,-3.9,2.83,13.68,27.03,20251022
015283,华安恒生科技ETF联接(QDII)C,1.5186,1.76,-4.42,4.75,17.47,32.49,20251023
015283,华安恒生科技ETF联接(QDII)C,1.5186,1.76,-4.42,4.75,17.47,32.49,20251024
015283,华安恒生科技ETF联接(QDII)C,1.5257,-1.26,-2.0,6.56,17.76,30.62,20251027
