代码,名称,净值,涨跌,近1月,近3月,近6月,近1年,日期
008591,天弘证券ETF联接C,1.2472,0.29,3.88,-5.81,38.98,28.51,20250217
008591,天弘证券ETF联接C,1.2163,-2.48,1.31,-7.12,35.54,25.33,20250218
008591,天弘证券ETF联接C,1.2312,1.23,2.55,-7.67,37.29,28.46,20250219
008591,天弘证券ETF联接C,1.2271,-0.33,1.73,-8.11,38.19,26.49,20250220
008591,天弘证券ETF联接C,1.2515,1.99,3.48,-7.21,41.3,27.95,20250221
008591,天弘证券ETF联接C,1.2443,-0.58,1.81,-3.36,41.51,25.52,20250224
008591,天弘证券ETF联接C,1.2265,-1.43,0.35,-4.07,39.49,23.73,20250225
008591,天弘证券ETF联接C,1.2563,2.43,2.79,-1.6,42.78,27.85,20250226
008591,天弘证券ETF联接C,1.2543,-0.16,5.29,-3.96,43.84,25.56,20250227
008591,天弘证券ETF联接C,1.2174,-2.94,2.19,-8.25,35.64,21.38,20250228
008591,天弘证券ETF联接C,1.2167,-0.06,2.13,-9.3,37.81,20.61,20250303
008591,天弘证券ETF联接C,1.2226,0.48,2.63,-7.85,38.66,22.62,20250304
008591,天弘证券ETF联接C,1.222,-0.05,2.45,-8.88,37.35,23.33,20250305
008591,天弘证券ETF联接C,1.2496,2.26,3.16,-7.93,39.79,26.15,20250306
008591,天弘证券ETF联接C,1.2301,-1.56,-0.43,-9.36,37.61,25.48,20250307
008591,天弘证券ETF联接C,1.2208,-0.76,-1.34,-10.01,37.29,24.5,20250310
008591,天弘证券ETF联接C,1.2252,0.36,-0.29,-9.44,37.65,23.19,20250311
008591,天弘证券ETF联接C,1.2316,0.52,-1.3,-10.17,38.74,23.18,20250312
008591,天弘证券ETF联接C,1.2241,-0.61,-1.35,-8.09,37.69,23.92,20250313
008591,天弘证券ETF联接C,1.2619,3.09,1.47,-5.26,41.95,28.87,20250314
008591,天弘证券ETF联接C,1.248,-1.1,0.06,-4.87,40.38,26.67,20250317
008591,天弘证券ETF联接C,1.2498,0.14,2.75,-4.62,40.49,24.23,20250318
008591,天弘证券ETF联接C,1.2498,0.0,1.51,-4.43,38.68,26.42,20250319
008591,天弘证券ETF联接C,1.2403,-0.76,1.08,-5.57,37.69,25.22,20250320
008591,天弘证券ETF联接C,1.2211,-1.55,-2.43,-7.03,35.56,22.72,20250321
008591,天弘证券ETF联接C,1.2198,-0.11,-1.97,-7.61,28.24,24.56,20250324
008591,天弘证券ETF联接C,1.2152,-0.38,-0.92,-7.43,25.11,27.7,20250325
008591,天弘证券ETF联接C,1.2144,-0.07,-3.34,-7.56,18.21,27.19,20250326
008591,天弘证券ETF联接C,1.216,0.13,-3.05,-8.12,8.74,29.68,20250327
008591,天弘证券ETF联接C,1.2154,-0.05,-0.16,-8.17,8.68,29.16,20250328
008591,天弘证券ETF联接C,1.1938,-1.78,-1.94,-6.64,-2.73,26.38,20250331
008591,天弘证券ETF联接C,1.1914,-0.2,-2.14,-6.83,-2.93,24.45,20250401
008591,天弘证券ETF联接C,1.1973,0.5,-1.65,-1.43,-2.44,25.86,20250402
008591,天弘证券ETF联接C,1.1954,-0.16,-1.75,1.04,-2.6,26.51,20250403
008591,天弘证券ETF联接C,1.0822,-9.47,-12.02,-9.4,-11.82,14.53,20250407
008591,天弘证券ETF联接C,1.099,1.55,-10.66,-7.24,-18.0,18.38,20250408
008591,天弘证券ETF联接C,1.1195,1.87,-8.99,-5.01,-13.73,20.26,20250409
008591,天弘证券ETF联接C,1.1346,1.35,-7.06,-2.14,-7.76,24.07,20250410
008591,天弘证券ETF联接C,1.1369,0.2,-7.21,-1.94,-7.49,24.74,20250411
008591,天弘证券ETF联接C,1.1375,0.05,-9.86,-5.98,-7.54,27.0,20250414
008591,天弘证券ETF联接C,1.134,-0.31,-10.14,-5.41,-4.47,24.51,20250415
008591,天弘证券ETF联接C,1.1322,-0.16,-10.28,-5.44,-5.26,26.56,20250416
008591,天弘证券ETF联接C,1.1316,-0.05,-9.33,-5.75,-4.75,24.01,20250417
008591,天弘证券ETF联接C,1.1382,0.58,-8.93,-5.2,-10.16,23.96,20250418
008591,天弘证券ETF联接C,1.1442,0.53,-6.3,-5.39,-7.94,25.31,20250421
008591,天弘证券ETF联接C,1.1423,-0.17,-6.45,-5.13,-8.81,25.01,20250422
008591,天弘证券ETF联接C,1.1438,0.13,-6.33,-5.35,-8.23,25.28,20250423
008591,天弘证券ETF联接C,1.1385,-0.46,-6.67,-6.85,-8.5,24.51,20250424
008591,天弘证券ETF联接C,1.1475,0.79,-5.57,-6.11,-8.51,25.85,20250425
008591,天弘证券ETF联接C,1.1392,-0.72,-6.27,-4.37,-9.26,18.27,20250428
008591,天弘证券ETF联接C,1.1363,-0.25,-6.51,-4.62,-8.56,16.34,20250429
008591,天弘证券ETF联接C,1.1391,0.25,-4.58,-4.38,-10.44,18.61,20250430
008591,天弘证券ETF联接C,1.1548,1.38,-3.4,-4.66,-15.61,19.59,20250506
008591,天弘证券ETF联接C,1.1619,0.61,7.36,-5.95,-21.14,20.69,20250507
008591,天弘证券ETF联接C,1.1649,0.26,6.0,-5.71,-18.9,22.67,20250508
008591,天弘证券ETF联接C,1.1522,-1.09,2.92,-6.73,-19.78,20.46,20250509
008591,天弘证券ETF联接C,1.1786,2.29,3.67,-5.55,-16.08,22.34,20250512
008591,天弘证券ETF联接C,1.1708,-0.66,2.98,-5.65,-16.28,21.24,20250513
008591,天弘证券ETF联接C,1.21,3.35,6.37,-2.7,-12.27,24.69,20250514
008591,天弘证券ETF联接C,1.1867,-1.93,4.65,-4.58,-10.38,25.51,20250515
008591,天弘证券ETF联接C,1.1743,-1.04,3.72,-5.57,-11.31,24.2,20250516
008591,天弘证券ETF联接C,1.1738,-0.04,3.13,-4.66,-11.98,22.41,20250519
008591,天弘证券ETF联接C,1.1746,0.07,3.2,-4.28,-12.04,22.41,20250520
008591,天弘证券ETF联接C,1.1713,-0.28,2.37,-6.41,-13.16,22.71,20250521
008591,天弘证券ETF联接C,1.1651,-0.53,2.0,-6.9,-9.51,21.81,20250522
008591,天弘证券ETF联接C,1.1497,-1.32,0.52,-8.13,-10.71,22.52,20250523
008591,天弘证券ETF联接C,1.149,-0.06,0.13,-8.54,-10.0,24.04,20250526
008591,天弘证券ETF联接C,1.1473,-0.15,-0.02,-8.53,-12.15,22.73,20250527
008591,天弘证券ETF联接C,1.1419,-0.47,0.24,-6.2,-11.73,23.44,20250528
008591,天弘证券ETF联接C,1.1542,1.08,1.58,-5.19,-13.01,24.4,20250529
008591,天弘证券ETF联接C,1.1485,-0.49,0.83,-5.66,-13.44,24.03,20250530
008591,天弘证券ETF联接C,1.159,0.91,1.75,-4.74,-13.6,26.72,20250603
008591,天弘证券ETF联接C,1.1734,1.24,3.01,-4.02,-11.55,27.5,20250604
008591,天弘证券ETF联接C,1.1839,0.89,3.93,-3.12,-11.72,29.29,20250605
008591,天弘证券ETF联接C,1.1748,-0.77,1.73,-5.99,-13.44,29.84,20250606
008591,天弘证券ETF联接C,1.1916,1.43,3.42,-3.13,-11.35,32.33,20250609
008591,天弘证券ETF联接C,1.176,-1.31,2.07,-3.67,-13.31,30.59,20250610
008591,天弘证券ETF联接C,1.1977,1.85,3.95,-2.24,-11.47,33.09,20250611
008591,天弘证券ETF联接C,1.1961,-0.13,1.48,-2.88,-12.76,32.91,20250612
008591,天弘证券ETF联接C,1.184,-1.01,1.13,-3.28,-11.1,31.67,20250613
008591,天弘证券ETF联接C,1.1998,1.33,2.17,-4.92,-8.59,30.64,20250616
008591,天弘证券ETF联接C,1.2039,0.34,2.52,-3.53,-8.23,31.02,20250617
008591,天弘证券ETF联接C,1.1897,-1.18,1.31,-4.81,-9.21,28.57,20250618
008591,天弘证券ETF联接C,1.1689,-1.75,-0.42,-6.47,-10.62,27.94,20250619
008591,天弘证券ETF联接C,1.1658,-0.27,-0.75,-6.01,-11.24,28.85,20250620
008591,天弘证券ETF联接C,1.1785,1.09,2.51,-3.49,-9.16,30.06,20250623
008591,天弘证券ETF联接C,1.2077,2.48,5.04,-0.99,-8.53,34.59,20250624
008591,天弘证券ETF联接C,1.2708,5.22,10.53,4.58,-3.2,43.66,20250625
008591,天弘证券ETF联接C,1.2493,-1.69,8.73,2.87,-4.9,39.65,20250626
008591,天弘证券ETF联接C,1.2489,-0.03,8.86,2.71,-5.64,41.15,20250627
008591,天弘证券ETF联接C,1.2442,-0.38,8.33,4.22,-2.7,43.49,20250630
008591,天弘证券ETF联接C,1.239,-0.42,7.88,4.0,-3.1,42.71,20250701
008591,天弘证券ETF联接C,1.2341,-0.4,7.45,3.07,1.6,42.82,20250702
008591,天弘证券ETF联接C,1.2416,0.61,7.13,3.86,4.94,43.32,20250703
008591,天弘证券ETF联接C,1.2415,-0.01,5.8,3.86,4.94,45.92,20250704
008591,天弘证券ETF联接C,1.2426,0.09,5.77,14.82,4.03,45.85,20250707
008591,天弘证券ETF联接C,1.2564,1.11,6.95,14.32,6.04,51.26,20250708
008591,天弘证券ETF联接C,1.2508,-0.45,4.97,11.73,6.13,47.69,20250709
008591,天弘证券ETF联接C,1.2651,1.14,7.58,11.5,9.12,49.19,20250710
008591,天弘证券ETF联接C,1.2945,2.32,8.08,13.86,11.65,50.59,20250711
008591,天弘证券ETF联接C,1.28,-1.12,8.11,12.53,5.79,49.27,20250714
008591,天弘证券ETF联接C,1.2743,-0.45,7.63,12.37,6.29,48.62,20250715
008591,天弘证券ETF联接C,1.2705,-0.3,5.89,12.22,6.11,46.9,20250716
008591,天弘证券ETF联接C,1.2774,0.54,6.11,12.88,6.4,46.78,20250717
008591,天弘证券ETF联接C,1.2825,0.4,7.8,12.68,6.82,46.54,20250718
008591,天弘证券ETF联接C,1.2983,1.23,11.37,13.47,7.35,46.67,20250721
008591,天弘证券ETF联接C,1.3011,0.22,11.61,13.9,8.06,45.99,20250722
008591,天弘证券ETF联接C,1.3136,0.96,11.46,14.85,8.71,50.82,20250723
008591,天弘证券ETF联接C,1.3461,2.47,11.46,18.23,10.14,56.27,20250724
008591,天弘证券ETF联接C,1.3422,-0.29,5.62,16.97,9.82,54.13,20250725
008591,天弘证券ETF联接C,1.3527,0.78,8.31,18.74,13.55,52.69,20250728
008591,天弘证券ETF联接C,1.3566,0.29,8.62,19.39,13.88,54.33,20250729
008591,天弘证券ETF联接C,1.3416,-1.11,7.83,17.78,12.62,52.09,20250730
008591,天弘证券ETF联接C,1.312,-2.21,5.45,15.18,10.13,41.85,20250731
008591,天弘证券ETF联接C,1.3025,-0.72,5.13,14.34,9.33,41.31,20250801
008591,天弘证券ETF联接C,1.3053,0.21,5.14,14.59,9.57,44.5,20250804
008591,天弘证券ETF联接C,1.3188,1.03,6.23,15.78,10.56,46.81,20250805
008591,天弘证券ETF联接C,1.3228,0.3,6.55,14.55,9.2,47.19,20250806
008591,天弘证券ETF联接C,1.3234,0.05,6.5,13.9,7.12,47.8,20250807
008591,天弘证券ETF联接C,1.3127,-0.81,4.48,12.69,6.26,46.05,20250808
008591,天弘证券ETF联接C,1.3279,1.16,2.58,15.25,8.06,49.14,20250811
008591,天弘证券ETF联接C,1.3345,0.5,3.09,13.23,6.95,50.25,20250812
008591,天弘证券ETF联接C,1.3565,1.65,4.79,15.86,9.32,50.87,20250813
008591,天弘证券ETF联接C,1.3571,0.04,6.02,12.16,9.13,52.0,20250814
008591,天弘证券ETF联接C,1.4157,4.32,11.1,19.3,13.84,56.88,20250815
008591,天弘证券ETF联接C,1.4341,1.3,11.82,22.12,17.91,59.81,20250818
008591,天弘证券ETF联接C,1.4234,0.95,10.99,21.18,16.0,60.29,20250819
008591,天弘证券ETF联接C,1.4124,-0.77,8.79,20.58,12.86,59.47,20250820
008591,天弘证券ETF联接C,1.4569,3.15,11.97,25.05,16.41,67.23,20250821
008591,天弘证券ETF联接C,1.4569,3.15,11.97,25.05,16.41,67.23,20250822
008591,天弘证券ETF联接C,1.4553,-1.04,8.43,26.66,15.84,65.39,20250825
008591,天弘证券ETF联接C,1.4193,-2.47,5.74,23.71,13.15,62.76,20250826
008591,天弘证券ETF联接C,1.445,1.81,6.82,26.54,18.7,65.64,20250827
008591,天弘证券ETF联接C,1.4465,0.1,6.63,25.32,18.82,65.14,20250828
008591,天弘证券ETF联接C,1.4465,0.1,6.63,25.32,18.82,65.14,20250829
008591,天弘证券ETF联接C,1.4164,-1.17,8.74,23.33,16.35,61.76,20250901
008591,天弘证券ETF联接C,1.3693,-3.33,5.13,18.14,12.54,55.09,20250902
008591,天弘证券ETF联接C,1.365,-0.31,4.57,16.33,11.65,54.81,20250903
008591,天弘证券ETF联接C,1.375,0.73,4.26,16.14,12.52,54.55,20250904
008591,天弘证券ETF联接C,1.375,0.73,4.26,16.14,12.52,54.55,20250905
008591,天弘证券ETF联接C,1.3653,-0.03,4.01,14.58,10.99,52.8,20250908
008591,天弘证券ETF联接C,1.362,-0.24,3.76,15.82,11.57,53.17,20250909
008591,天弘证券ETF联接C,1.402,2.94,5.58,17.06,14.43,57.51,20250910
008591,天弘证券ETF联接C,1.3829,-1.36,3.63,15.62,12.28,55.78,20250911
008591,天弘证券ETF联接C,1.3829,-1.36,3.63,15.62,12.28,55.78,20250912
008591,天弘证券ETF联接C,1.3808,0.05,-2.47,15.09,9.42,55.32,20250915
008591,天弘证券ETF联接C,1.3482,-2.83,-5.99,13.32,7.87,51.55,20250917
008591,天弘证券ETF联接C,1.337,-0.83,-5.18,14.38,6.98,48.36,20250918
008591,天弘证券ETF联接C,1.337,-0.83,-5.18,14.38,6.98,48.36,20250919
008591,天弘证券ETF联接C,1.33,-1.58,-8.71,12.86,8.92,47.7,20250922
008591,天弘证券ETF联接C,1.3418,0.89,-7.9,11.1,10.0,41.06,20250923
008591,天弘证券ETF联接C,1.341,-0.06,-8.81,5.52,10.35,38.06,20250924
008591,天弘证券ETF联接C,1.3348,-0.46,-8.28,6.84,9.91,29.93,20250925
008591,天弘证券ETF联接C,1.3348,-0.46,-8.28,6.84,9.91,29.93,20250926
008591,天弘证券ETF联接C,1.3824,-1.0,-4.43,11.11,15.8,12.64,20250929
008591,天弘证券ETF联接C,1.3824,-1.0,-4.43,11.11,15.8,12.64,20250930
008591,天弘证券ETF联接C,1.3897,0.32,2.03,9.85,22.48,12.97,20251009
008591,天弘证券ETF联接C,1.3897,0.32,2.03,9.85,22.48,12.97,20251010
008591,天弘证券ETF联接C,1.365,-0.5,-1.29,6.64,20.0,10.95,20251013
008591,天弘证券ETF联接C,1.3813,1.19,0.09,8.4,21.81,16.37,20251014
008591,天弘证券ETF联接C,1.3776,-0.27,-0.23,8.43,21.67,15.27,20251015
008591,天弘证券ETF联接C,1.3504,-1.97,-2.67,5.71,19.34,13.67,20251016
008591,天弘证券ETF联接C,1.3504,-1.97,-2.67,5.71,19.34,13.67,20251017
008591,天弘证券ETF联接C,1.3633,0.86,1.97,5.01,19.15,9.69,20251020
008591,天弘证券ETF联接C,1.3506,-0.93,-0.06,3.8,18.24,7.82,20251021
008591,天弘证券ETF联接C,1.3635,0.96,2.52,3.8,19.21,9.4,20251022
008591,天弘证券ETF联接C,1.3753,0.87,2.5,2.17,20.8,10.53,20251023
008591,天弘证券ETF联接C,1.3753,0.87,2.5,2.17,20.8,10.53,20251024
008591,天弘证券ETF联接C,1.3823,-0.55,3.56,2.19,21.34,10.1,20251027
008591,天弘证券ETF联接C,1.4117,2.13,1.1,4.06,24.24,13.6,20251028
008591,天弘证券ETF联接C,1.3845,-1.93,0.15,3.2,21.54,11.7,20251029
008591,天弘证券ETF联接C,1.3703,-1.03,-0.88,4.44,20.3,7.74,20251030
008591,天弘证券ETF联接C,1.3703,-1.03,-0.88,4.44,20.3,7.74,20251031
008591,天弘证券ETF联接C,1.3607,-0.48,-1.57,4.24,19.45,4.3,20251103
008591,天弘证券ETF联接C,1.3565,-0.31,-1.87,2.86,19.09,-1.13,20251104
008591,天弘证券ETF联接C,1.3728,1.2,-0.69,3.78,18.88,0.32,20251105
008591,天弘证券ETF联接C,1.361,-0.86,-1.55,2.84,17.14,-7.63,20251106
008591,天弘证券ETF联接C,1.361,-0.86,-1.55,2.84,17.14,-7.63,20251107
008591,天弘证券ETF联接C,1.3616,-1.18,-2.02,2.54,18.17,-5.11,20251110
008591,天弘证券ETF联接C,1.3528,-0.65,-2.66,1.37,14.78,-3.67,20251111
008591,天弘证券ETF联接C,1.3667,1.03,-0.37,0.75,16.73,-2.27,20251112
008591,天弘证券ETF联接C,1.3478,-1.38,-1.26,-0.69,11.39,-2.28,20251113
008591,天弘证券ETF联接C,1.3478,-1.38,-1.26,-0.69,11.39,-2.28,20251114
008591,天弘证券ETF联接C,1.3363,0.15,-1.04,-6.82,13.8,2.05,20251117
008591,天弘证券ETF联接C,1.3356,-0.05,-1.1,-5.28,13.78,0.16,20251118
008591,天弘证券ETF联接C,1.3293,-0.47,-1.66,-6.61,13.17,-0.46,20251119
008591,天弘证券ETF联接C,1.2857,-3.28,-5.69,-8.97,9.77,-4.68,20251120
008591,天弘证券ETF联接C,1.2857,-3.28,-5.69,-8.97,9.77,-4.68,20251121
008591,天弘证券ETF联接C,1.2913,0.2,-6.11,-12.19,12.32,1.0,20251124
008591,天弘证券ETF联接C,1.2884,-0.22,-6.32,-11.47,12.13,0.92,20251125
008591,天弘证券ETF联接C,1.2888,0.03,-7.27,-9.19,12.33,-1.32,20251126
008591,天弘证券ETF联接C,1.2943,0.43,-6.37,-10.43,13.35,0.05,20251127
008591,天弘证券ETF联接C,1.2943,0.43,-6.37,-10.43,13.35,0.05,20251128
008591,天弘证券ETF联接C,1.2856,-0.96,-6.18,-9.23,11.94,-4.17,20251201
008591,天弘证券ETF联接C,1.2741,-0.89,-6.81,-6.95,9.93,-5.02,20251202
008591,天弘证券ETF联接C,1.2778,0.29,-6.09,-6.39,8.9,-3.69,20251203
008591,天弘证券ETF联接C,1.3082,2.38,-3.56,-4.86,10.5,-2.45,20251204
008591,天弘证券ETF联接C,1.3082,2.38,-3.56,-4.86,10.5,-2.45,20251205
008591,天弘证券ETF联接C,1.3165,-1.21,-3.27,-3.57,10.48,-2.05,20251208
008591,天弘证券ETF联接C,1.3195,0.23,-4.24,-3.12,12.2,-2.73,20251209
008591,天弘证券ETF联接C,1.3034,-1.22,-4.27,-7.03,8.83,-3.66,20251210
008591,天弘证券ETF联接C,1.3113,0.61,-3.07,-5.18,9.63,-4.36,20251211
008591,天弘证券ETF联接C,1.3113,0.61,-3.07,-5.18,9.63,-4.36,20251212
008591,天弘证券ETF联接C,1.3068,-0.71,-3.04,-5.36,8.92,-0.44,20251215
008591,天弘证券ETF联接C,1.3311,1.86,-0.24,-4.06,10.57,1.46,20251216
008591,天弘证券ETF联接C,1.3189,-0.92,-1.3,-2.17,10.86,0.65,20251217
008591,天弘证券ETF联接C,1.3244,0.42,-0.84,-0.94,13.3,1.27,20251218
008591,天弘证券ETF联接C,1.3244,0.42,-0.84,-0.94,13.3,1.27,20251219
008591,天弘证券ETF联接C,1.3204,-0.24,2.7,-0.72,12.04,1.77,20251222
008591,天弘证券ETF联接C,1.3301,0.73,3.21,-0.87,10.13,0.74,20251223
008591,天弘证券ETF联接C,1.3348,0.35,3.37,-0.46,5.04,1.68,20251224
008591,天弘证券ETF联接C,1.3433,0.64,4.26,0.64,7.52,2.25,20251225
008591,天弘证券ETF联接C,1.3433,0.64,4.26,0.64,7.52,2.25,20251226
008591,天弘证券ETF联接C,1.3317,-0.22,2.89,-3.67,7.03,-0.3,20251229
008591,天弘证券ETF联接C,1.3258,-0.44,2.43,-4.09,6.56,3.68,20251230
008591,天弘证券ETF联接C,1.3258,-0.44,2.43,-4.09,6.56,3.68,20251231
008591,天弘证券ETF联接C,1.4019,3.92,7.16,1.41,12.92,18.59,20260105
008591,天弘证券ETF联接C,1.3816,-1.45,5.61,-0.06,11.19,15.66,20260106
008591,天弘证券ETF联接C,1.3446,-2.68,0.9,-2.73,7.02,13.49,20260107
008591,天弘证券ETF联接C,1.3479,0.25,2.39,-2.7,7.76,14.36,20260108
008591,天弘证券ETF联接C,1.3479,0.25,2.39,-2.7,7.76,14.36,20260109
008591,天弘证券ETF联接C,1.3575,-0.66,3.52,-1.04,4.87,16.64,20260112
008591,天弘证券ETF联接C,1.3491,-0.62,2.88,-1.16,5.4,11.51,20260113
008591,天弘证券ETF联接C,1.3287,-1.51,0.96,-3.81,4.27,10.83,20260114
008591,天弘证券ETF联接C,1.3184,-0.78,0.89,-4.3,3.77,10.11,20260115
008591,天弘证券ETF联接C,1.3184,-0.78,0.89,-4.3,3.77,10.11,20260116
008591,天弘证券ETF联接C,1.3191,0.42,-0.4,-2.41,2.85,9.36,20260119
008591,天弘证券ETF联接C,1.3109,-0.62,-1.02,-3.84,0.97,8.39,20260120
008591,天弘证券ETF联接C,1.313,0.16,-0.8,-2.78,0.91,9.04,20260121
008591,天弘证券ETF联接C,1.3114,-0.12,-0.68,-3.82,-0.17,8.52,20260122
008591,天弘证券ETF联接C,1.3114,-0.12,-0.68,-3.82,-0.17,8.52,20260123
008591,天弘证券ETF联接C,1.3063,-1.07,-2.75,-6.01,-2.67,9.65,20260126
008591,天弘证券ETF联接C,1.306,-0.02,-2.78,-5.52,-3.45,9.63,20260127
