代码,名称,净值,涨跌,近1月,近3月,近6月,近1年,日期
005918,天弘沪深300ETF联接C,1.1562,-0.24,-4.34,-4.14,11.24,16.98,20250109
005918,天弘沪深300ETF联接C,1.1429,-1.15,-6.11,-6.1,10.18,16.15,20250110
005918,天弘沪深300ETF联接C,1.1399,-0.26,-4.96,-3.72,8.22,15.61,20250113
005918,天弘沪深300ETF联接C,1.1684,2.5,-2.58,-3.01,10.93,18.5,20250114
005918,天弘沪深300ETF联接C,1.1612,-0.62,-3.18,-1.12,10.11,17.9,20250115
005918,天弘沪深300ETF联接C,1.1625,0.11,-2.56,-0.45,9.46,17.35,20250116
005918,天弘沪深300ETF联接C,1.166,0.3,-2.52,0.93,9.66,20.18,20250117
005918,天弘沪深300ETF联接C,1.1711,0.44,-2.29,-2.1,8.93,19.29,20250120
005918,天弘沪深300ETF联接C,1.1719,0.07,-2.23,-2.24,9.0,19.37,20250121
005918,天弘沪深300ETF联接C,1.1617,-0.87,-3.08,-3.61,8.76,20.13,20250122
005918,天弘沪深300ETF联接C,1.1641,0.21,-3.01,-3.78,11.23,19.94,20250123
005918,天弘沪深300ETF联接C,1.1733,0.79,-3.41,-1.97,12.75,19.3,20250124
005918,天弘沪深300ETF联接C,1.1687,-0.39,-3.72,-3.01,12.46,16.93,20250127
005918,天弘沪深300ETF联接C,1.1621,-0.56,0.66,-5.57,13.88,20.89,20250205
005918,天弘沪深300ETF联接C,1.1759,1.19,2.03,-4.01,15.24,18.44,20250206
005918,天弘沪深300ETF联接C,1.1904,1.23,2.56,-5.54,16.72,18.83,20250207
005918,天弘沪深300ETF联接C,1.1928,0.2,4.37,-4.45,17.23,18.33,20250210
005918,天弘沪深300ETF联接C,1.1874,-0.45,3.89,-5.45,16.7,17.8,20250211
005918,天弘沪深300ETF联接C,1.1981,0.9,4.83,-3.6,17.95,18.86,20250212
005918,天弘沪深300ETF联接C,1.1939,-0.35,4.74,-4.5,17.26,18.44,20250213
005918,天弘沪深300ETF联接C,1.2036,0.81,3.01,-2.13,19.04,19.4,20250214
005918,天弘沪深300ETF联接C,1.2059,0.19,3.42,-0.3,17.97,19.63,20250217
005918,天弘沪深300ETF联接C,1.1958,-0.84,2.56,-0.67,16.98,18.63,20250218
005918,天弘沪深300ETF联接C,1.2038,0.67,3.24,-0.62,17.4,18.16,20250219
005918,天弘沪深300ETF联接C,1.2004,-0.28,2.5,-1.12,17.87,17.61,20250220
005918,天弘沪深300ETF联接C,1.2148,1.2,3.66,-0.02,19.65,17.51,20250221
005918,天弘沪深300ETF联接C,1.2122,-0.21,3.32,2.77,19.18,16.2,20250224
005918,天弘沪深300ETF联接C,1.1994,-1.06,2.22,2.15,17.92,14.97,20250225
005918,天弘沪深300ETF联接C,1.2092,0.82,3.06,3.17,18.96,17.08,20250226
005918,天弘沪深300ETF联接C,1.2116,0.2,3.67,1.7,19.84,15.99,20250227
005918,天弘沪深300ETF联接C,1.189,-1.87,1.74,-0.46,17.0,13.17,20250228
005918,天弘沪深300ETF联接C,1.1888,-0.02,1.72,-1.31,18.61,12.49,20250303
005918,天弘沪深300ETF联接C,1.1878,-0.08,1.63,-0.88,19.23,12.31,20250304
005918,天弘沪深300ETF联接C,1.1929,0.43,2.65,-0.24,19.55,12.05,20250305
005918,天弘沪深300ETF联接C,1.2084,1.3,2.76,-0.2,22.04,13.96,20250306
005918,天弘沪深300ETF联接C,1.2049,-0.29,1.22,-0.49,21.68,14.28,20250307
005918,天弘沪深300ETF联接C,1.2003,-0.38,0.63,-1.4,22.49,13.39,20250310
005918,天弘沪深300ETF联接C,1.2039,0.3,1.39,-0.94,23.19,12.39,20250311
005918,天弘沪深300ETF联接C,1.1999,-0.33,0.15,-2.18,23.28,11.77,20250312
005918,天弘沪深300ETF联接C,1.1952,-0.39,0.11,-0.35,23.27,12.08,20250313
005918,天弘沪深300ETF联接C,1.2229,2.32,1.6,1.96,26.12,14.99,20250314
005918,天弘沪深300ETF联接C,1.22,-0.24,1.17,2.0,25.83,14.48,20250317
005918,天弘沪深300ETF联接C,1.2231,0.25,2.28,1.78,25.72,13.77,20250318
005918,天弘沪深300ETF联接C,1.2238,0.06,1.66,1.75,24.85,14.62,20250319
005918,天弘沪深300ETF联接C,1.2136,-0.83,1.1,1.25,23.62,13.42,20250320
005918,天弘沪深300ETF联接C,1.1961,-1.44,-1.54,-0.21,21.84,11.91,20250321
005918,天弘沪深300ETF联接C,1.2018,0.48,-0.86,-1.06,17.18,13.54,20250324
005918,天弘沪深300ETF联接C,1.2011,-0.06,0.14,-1.17,15.47,14.06,20250325
005918,天弘沪深300ETF联接C,1.1974,-0.31,-0.98,-1.51,10.67,13.17,20250326
005918,天弘沪深300ETF联接C,1.2012,0.32,-0.86,-1.05,6.44,14.79,20250327
005918,天弘沪深300ETF联接C,1.1961,-0.42,0.6,-1.47,5.99,13.75,20250328
005918,天弘沪深300ETF联接C,1.188,-0.68,-0.08,-1.07,-2.47,12.47,20250331
005918,天弘沪深300ETF联接C,1.1882,0.02,-0.07,-1.05,-2.45,10.77,20250401
005918,天弘沪深300ETF联接C,1.1872,-0.08,-0.15,1.69,-2.54,11.12,20250402
005918,天弘沪深300ETF联接C,1.1806,-0.56,-0.69,2.26,-3.08,10.88,20250403
005918,天弘沪深300ETF联接C,1.1008,-6.76,-8.64,-5.16,-9.63,3.38,20250407
005918,天弘沪深300ETF联接C,1.1188,1.64,-7.15,-3.47,-12.76,5.97,20250408
005918,天弘沪深300ETF联接C,1.1297,0.97,-6.24,-2.29,-6.33,7.09,20250409
005918,天弘沪深300ETF联接C,1.1439,1.26,-4.7,0.09,-6.01,9.29,20250410
005918,天弘沪深300ETF联接C,1.1483,0.38,-4.62,0.47,-3.01,9.72,20250411
005918,天弘沪深300ETF联接C,1.1508,0.22,-5.9,-1.51,-4.47,10.81,20250414
005918,天弘沪深300ETF联接C,1.1512,0.03,-5.86,-0.86,-1.98,8.68,20250415
005918,天弘沪深300ETF联接C,1.1545,0.29,-5.59,-0.69,-1.13,10.11,20250416
005918,天弘沪深300ETF联接C,1.1547,0.02,-5.35,-0.97,-0.04,8.56,20250417
005918,天弘沪深300ETF联接C,1.1551,0.03,-5.56,-0.93,-3.44,8.46,20250418
005918,天弘沪深300ETF联接C,1.1587,0.31,-3.13,-1.13,-3.35,9.63,20250421
005918,天弘沪深300ETF联接C,1.1591,0.03,-3.09,-0.22,-3.83,9.97,20250422
005918,天弘沪深300ETF联接C,1.1598,0.06,-3.03,-0.37,-4.13,10.76,20250423
005918,天弘沪深300ETF联接C,1.1591,-0.06,-3.55,-1.21,-3.16,10.24,20250424
005918,天弘沪深300ETF联接C,1.16,0.08,-3.42,-1.13,-3.73,10.07,20250425
005918,天弘沪深300ETF联接C,1.1584,-0.14,-3.15,-0.88,-4.04,8.35,20250428
005918,天弘沪深300ETF联接C,1.1564,-0.17,-3.32,-1.05,-3.3,7.04,20250429
005918,天弘沪深300ETF联接C,1.1554,-0.09,-2.74,-1.14,-2.6,7.43,20250430
005918,天弘沪深300ETF联接C,1.1664,0.95,-1.2,-0.81,-4.78,6.96,20250506
005918,天弘沪深300ETF联接C,1.173,0.57,6.56,-1.46,-6.92,7.53,20250507
005918,天弘沪深300ETF联接C,1.1793,0.54,5.41,-0.93,-5.54,8.93,20250508
005918,天弘沪深300ETF联接C,1.1775,-0.15,4.23,-1.08,-5.68,7.8,20250509
005918,天弘沪深300ETF联接C,1.1905,1.1,3.67,-0.63,-4.21,8.92,20250512
005918,天弘沪深300ETF联接C,1.1921,0.13,3.81,-0.15,-4.65,9.13,20250513
005918,天弘沪深300ETF联接C,1.2059,1.16,4.79,0.19,-1.94,10.59,20250514
005918,天弘沪深300ETF联接C,1.1957,-0.85,3.87,-0.66,-1.14,10.46,20250515
005918,天弘沪深300ETF联接C,1.1904,-0.44,3.11,-1.1,-1.58,9.56,20250516
005918,天弘沪深300ETF联接C,1.187,-0.29,2.76,-1.4,-2.01,8.18,20250519
005918,天弘沪深300ETF联接C,1.1933,0.53,3.31,-0.59,-1.71,8.4,20250520
005918,天弘沪深300ETF联接C,1.1989,0.47,3.47,-1.31,-1.33,9.3,20250521
005918,天弘沪深300ETF联接C,1.1981,-0.07,3.36,-1.37,1.58,8.99,20250522
005918,天弘沪深300ETF联接C,1.189,-0.76,2.52,-2.12,0.81,9.35,20250523
005918,天弘沪深300ETF联接C,1.1826,-0.54,1.95,-2.2,0.9,9.91,20250526
005918,天弘沪深300ETF联接C,1.1766,-0.51,1.43,-2.89,-1.23,8.37,20250527
005918,天弘沪深300ETF联接C,1.1757,-0.08,1.49,-1.12,-0.5,9.03,20250528
005918,天弘沪深300ETF联接C,1.1823,0.56,2.24,-0.56,-1.02,9.51,20250529
005918,天弘沪深300ETF联接C,1.1771,-0.44,1.88,-1.0,-1.46,9.57,20250530
005918,天弘沪深300ETF联接C,1.1804,0.28,2.16,-0.71,-2.01,10.03,20250603
005918,天弘沪深300ETF联接C,1.1853,0.42,2.59,-0.21,-1.08,9.71,20250604
005918,天弘沪深300ETF联接C,1.188,0.23,2.82,-0.41,-0.65,10.52,20250605
005918,天弘沪深300ETF联接C,1.1876,-0.03,1.82,-1.72,-1.92,10.53,20250606
005918,天弘沪深300ETF联接C,1.191,0.29,1.15,-1.15,-1.46,11.31,20250609
005918,天弘沪深300ETF联接C,1.1851,-0.5,0.65,-1.27,-2.65,10.76,20250610
005918,天弘沪深300ETF联接C,1.1943,0.78,1.43,-0.8,-1.73,12.53,20250611
005918,天弘沪深300ETF联接C,1.1949,0.05,0.37,-0.42,-2.59,12.5,20250612
005918,天弘沪深300ETF联接C,1.1873,-0.64,-0.4,-0.66,-1.01,12.24,20250613
005918,天弘沪深300ETF联接C,1.1901,0.24,-0.03,-2.68,-0.25,12.01,20250616
005918,天弘沪深300ETF联接C,1.1891,-0.08,-0.11,-2.53,-0.59,12.07,20250617
005918,天弘沪深300ETF联接C,1.1907,0.13,0.03,-2.65,-0.92,11.95,20250618
005918,天弘沪深300ETF联接C,1.1814,-0.78,-0.47,-3.46,-1.78,11.41,20250619
005918,天弘沪深300ETF联接C,1.1836,0.19,-0.81,-2.47,-1.25,12.36,20250620
005918,天弘沪深300ETF联接C,1.1871,0.3,-0.16,-0.75,-1.09,12.91,20250623
005918,天弘沪深300ETF联接C,1.2001,1.1,0.93,-0.14,-1.2,14.72,20250624
005918,天弘沪深300ETF联接C,1.2174,1.44,2.39,1.36,0.17,16.98,20250625
005918,天弘沪深300ETF联接C,1.2146,-0.23,2.71,1.44,-0.1,15.92,20250626
005918,天弘沪深300ETF联接C,1.2082,-0.53,2.69,0.58,-0.47,16.08,20250627
005918,天弘沪深300ETF联接C,1.2133,0.42,3.08,2.13,1.04,16.25,20250630
005918,天弘沪深300ETF联接C,1.2153,0.16,3.25,2.28,1.21,15.91,20250701
005918,天弘沪深300ETF联接C,1.2155,0.02,3.26,2.38,4.11,16.14,20250702
005918,天弘沪深300ETF联接C,1.2229,0.61,3.6,3.58,5.92,17.1,20250703
005918,天弘沪深300ETF联接C,1.227,0.34,3.52,3.93,6.28,18.06,20250704
005918,天弘沪深300ETF联接C,1.2225,-0.37,2.94,11.06,5.32,18.07,20250707
005918,天弘沪深300ETF联接C,1.2323,0.8,3.76,10.14,6.32,19.93,20250708
005918,天弘沪深300ETF联接C,1.2304,-0.15,3.31,8.91,6.42,18.38,20250709
005918,天弘沪深300ETF联接C,1.2365,0.5,4.34,8.1,8.19,19.2,20250710
005918,天弘沪深300ETF联接C,1.2396,0.25,3.79,7.95,8.46,17.99,20250711
005918,天弘沪深300ETF联接C,1.2408,0.1,4.51,7.82,6.2,17.8,20250714
005918,天弘沪深300ETF联接C,1.2413,0.04,4.55,7.83,6.9,17.7,20250715
005918,天弘沪深300ETF联接C,1.2387,-0.21,4.08,7.29,6.55,16.64,20250716
005918,天弘沪深300ETF联接C,1.2473,0.69,4.89,8.02,6.97,17.3,20250717
005918,天弘沪深300ETF联接C,1.2558,0.68,5.47,8.72,7.7,17.46,20250718
005918,天弘沪深300ETF联接C,1.2639,0.65,6.78,9.08,7.85,17.56,20250721
005918,天弘沪深300ETF联接C,1.2738,0.78,7.62,9.9,9.65,19.26,20250722
005918,天弘沪深300ETF联接C,1.2743,0.04,7.35,9.87,9.47,21.76,20250723
005918,天弘沪深300ETF联接C,1.2829,0.67,6.9,10.68,9.34,23.28,20250724
005918,天弘沪深300ETF联接C,1.2769,-0.47,4.89,10.08,8.83,23.35,20250725
005918,天弘沪深300ETF联接C,1.2796,0.21,5.91,10.46,9.49,23.13,20250728
005918,天弘沪深300ETF联接C,1.2846,0.39,6.32,11.09,9.92,24.24,20250729
005918,天弘沪深300ETF联接C,1.2843,-0.02,5.85,11.16,9.89,24.93,20250730
005918,天弘沪深300ETF联接C,1.2622,-1.72,4.03,9.24,8.0,20.32,20250731
005918,天弘沪深300ETF联接C,1.2561,-0.48,3.36,8.72,7.48,20.49,20250801
005918,天弘沪深300ETF联接C,1.2607,0.37,2.75,9.11,7.87,22.11,20250804
005918,天弘沪深300ETF联接C,1.2703,0.76,3.53,9.94,9.31,24.48,20250805
005918,天弘沪深300ETF联接C,1.2733,0.24,3.77,9.16,8.28,24.78,20250806
005918,天弘沪深300ETF联接C,1.2736,0.02,4.18,8.58,6.99,24.87,20250807
005918,天弘沪深300ETF联接C,1.2712,-0.19,3.16,7.79,6.79,24.58,20250808
005918,天弘沪深300ETF联接C,1.2763,0.4,2.96,8.39,7.49,25.43,20250811
005918,天弘沪深300ETF联接C,1.2826,0.49,3.47,7.74,7.05,26.27,20250812
005918,天弘沪深300ETF联接C,1.2922,0.75,4.24,8.4,8.23,26.91,20250813
005918,天弘沪深300ETF联接C,1.2916,-0.05,4.09,7.11,7.31,27.74,20250814
005918,天弘沪深300ETF联接C,1.3002,0.67,4.75,8.74,8.03,27.38,20250815
005918,天弘沪深300ETF联接C,1.311,0.83,4.4,10.13,9.63,28.25,20250818
